MolID,A1_adjusted_s,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,qed,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
2300307,7.757,2.362,-2.319,2.399,-3.088,5.472,-0.879,16.512,9.695,2.023,938.204,24.433,21.157,21.157,15.842,11.507,11.507,8.808,8.808,6.547,6.547,4.317,4.317,5.415,5.262,0,5.918,11.499,49.414,10.463,28.439,30.332,33.031,18.947,455.29,0.848,1.424,1.97,0.519,-2.91,33,416.307,15777873.3,26.343,12.362,6.326,198.569,10.249,0.493,10.249,0.161,0.174,0.161,-0.566,-0.493,3.676,130.78,455.619,1,6,0,0,0,2,0,2,5,1,6,0,13,0,0,0,180,23.847,0,22.998,0,0,0,0,0,5.262,0,25.98,54.152,6.421,60.061,2,23.847,0,5.262,0,5.918,38.525,48.576,47.525,0,29.067,23.847,0,22.998,0,48.576,11.836,17.249,37.816,36.398,0,0,0,65.15,21.603,0,1.438,10.249,1.648,3.022,14.576,2.706,6.241,8.768,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASD001,8.919,2.281,-2.322,2.276,-2.587,5.825,-0.125,19.145,9.846,1.534,552.235,16.941,13.992,13.992,11.597,9.087,9.087,7.225,7.225,5.286,5.286,3.98,3.98,17.676,13.575,0,11.949,18.529,18.405,50.658,0,0,10.634,0,336.201,1,1.708,2.417,0.632,-1.49,24,310.218,307891.051,17.337,8.058,4.757,141.756,13.322,0.353,13.322,0.237,0.089,0.237,-0.602,-0.353,3.324,89.592,336.426,2,3,1,1,2,1,0,1,2,2,5,0,5,1,1,2,132,10.634,11.634,0,5.907,0,0,4.795,8.781,0,0,32.104,42.877,18.653,6.042,3,13.575,5.907,0,10.634,5.918,63.45,6.545,35.397,0,0,10.634,8.781,0,0,24.536,11.215,17.552,50.509,18.199,0,0,0,41.13,26.643,0,12.059,6.304,0.507,-0.479,3.266,9.228,0.638,0,0.866,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD002,20.94,2.281,-2.322,2.276,-2.587,5.825,-0.125,19.145,9.846,1.534,552.235,16.941,13.992,13.992,11.597,9.087,9.087,7.225,7.225,5.286,5.286,3.98,3.98,17.676,13.575,0,11.949,18.529,18.405,50.658,0,0,10.634,0,336.201,1,1.708,2.417,0.632,-1.49,24,310.218,307891.051,17.337,8.058,4.757,141.756,13.322,0.353,13.322,0.237,0.089,0.237,-0.602,-0.353,3.324,89.592,336.426,2,3,1,1,2,1,0,1,2,2,5,0,5,1,1,2,132,10.634,11.634,0,5.907,0,0,4.795,8.781,0,0,32.104,42.877,18.653,6.042,3,13.575,5.907,0,10.634,5.918,63.45,6.545,35.397,0,0,10.634,8.781,0,0,24.536,11.215,17.552,50.509,18.199,0,0,0,41.13,26.643,0,12.059,6.304,0.507,-0.479,3.266,9.228,0.638,0,0.866,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD004,10.838,2.27,-2.307,2.127,-2.586,5.825,-0.125,19.145,9.995,2.001,458.691,14.535,11.586,11.586,9.58,7.069,7.069,5.285,5.285,3.544,3.544,2.518,2.518,17.676,13.575,0,11.949,18.529,25.329,12.133,0,0,17.557,0,282.154,1.25,1.95,2.6,0.533,-1.49,20,262.174,30079.904,14.91,6.791,4,117.302,13.162,0.353,13.162,0.237,0.109,0.237,-0.612,-0.353,2.154,73.308,282.334,2,3,0,1,1,1,0,1,2,2,5,0,5,0,1,1,110,10.634,11.634,0,5.907,0,0,4.795,8.781,0,0,19.765,30.538,18.653,6.042,2,13.575,5.907,0,10.634,0,44.691,6.545,35.397,0,0,10.634,8.781,0,0,24.536,11.215,11.634,31.75,18.199,0,0,0,41.13,26.323,0,11.827,6.12,0.492,-1.333,3.186,3.481,2.737,0,0.869,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD007,34.241,2.412,-2.422,2.3,-2.632,5.872,-0.131,19.145,9.843,1.811,767.269,22.596,18.756,18.756,14.62,11.362,11.362,9.866,9.866,6.132,6.132,4.694,4.694,29.371,18.37,0,18.37,18.026,18.908,49.137,20.771,0,5.317,4.737,436.254,1.097,1.742,2.355,0.667,-2.18,31,402.271,5293527.236,23.482,9.962,6.648,183.066,13.715,0.444,13.715,0.411,0.027,0.411,-0.874,-0.444,4.972,114.53,436.543,1,5,1,1,2,1,0,1,3,1,7,0,5,1,1,2,172,10.054,23.277,0,5.907,0,6.093,9.694,13.575,0,0,32.104,57.227,19.032,6.042,3,23.107,12,0,10.217,5.918,89.823,6.545,35.397,0,0,5.317,13.575,0,0,41.13,15.952,17.552,71.28,18.199,0,0,0,58.64,33.052,0,27.393,2.891,-0.381,-1.097,2.118,7.406,5.702,0,0.709,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD012,3.581,2.436,-2.458,2.262,-2.642,5.874,-0.144,16.571,9.956,2.378,666.175,20.734,17.688,17.688,13.263,10.214,10.214,8.421,8.421,4.874,4.874,3.621,3.621,17.736,9.589,0,11.949,19.51,24.826,0,10.976,56.003,13.503,4.737,386.257,1.286,1.964,2.536,0.565,-2.3,28,352.264,1107002.782,21.994,9.761,5.847,168.896,13.248,0.444,13.248,0.411,0.039,0.411,-0.606,-0.444,4.422,112.097,386.536,0,5,0,1,1,1,0,1,3,0,5,0,7,0,1,1,154,9.637,11.643,0,5.907,0,6.093,9.694,4.795,0,6.579,56.173,32.755,19.51,6.042,2,14.326,12,0,9.8,0,71.063,13.09,48.55,0,0,0,4.795,0,0,52.574,15.952,0,52.521,42.987,0,0,0,49.85,5.695,0,29.885,0,0.425,-0.039,9.232,4.714,12.506,0,0.652,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD019,2.302,2.424,-2.341,2.248,-2.612,5.976,-0.146,16.169,10.003,1.618,721.135,14.397,11.634,11.634,10.237,7.397,7.397,5.814,5.814,4.552,4.552,3.492,3.492,6.042,9.589,0,17.856,12.966,29.308,0,4.9,30.462,10.301,0,283.132,1.238,2.095,3,0.375,-2.3,21,266.195,147229.757,12.441,4.616,1.918,121.863,12.516,0.361,12.516,0.246,0.003,0.246,-0.439,-0.361,1.2,78.668,283.331,2,5,0,2,2,1,1,2,2,2,5,0,2,0,2,2,108,15.201,12.084,0,11.814,0,0,9.589,0,0,0,18.199,24.471,30.065,0,4,9.589,22.717,0,15.201,0,31.346,6.545,36.026,0,0,5.317,0,0,0,40.327,16.01,0,18.405,30.462,0,10.903,0,65.2,0,0,29.588,4.01,2.128,0.055,7.33,4.18,0.71,0,0.87,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD021,30.663,2.325,-2.291,2.278,-2.365,5.897,-0.119,19.142,10.185,1.692,633.749,17.104,13.457,13.457,11.542,7.892,7.892,5.789,5.789,4.047,4.047,2.821,2.821,12.197,13.979,0,24.814,37.678,0,17.89,12.133,4.9,5.317,9.474,337.144,1.375,2.125,2.792,0.5,-2.35,24,317.191,354672.958,16.506,7.042,3.587,138.854,14.448,0.442,14.448,0.414,0.189,0.414,-0.538,-0.442,1.124,85.731,337.351,1,7,0,2,2,1,0,1,5,1,8,0,4,0,2,2,130,19.69,11.921,0,5.907,0,6.093,9.694,9.185,0,0,0,18.199,20.013,37.678,3,23.453,23.375,0,5.317,0,13.028,49.193,24.016,0,0,15.117,20.56,0,0,57.497,14.268,5.817,6.924,18.199,0,0,0,71.11,24.904,0,26.202,2.608,0.948,-0.571,4.715,-0.979,4.34,0,0.892,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300-0069,4.726,2.143,-2.174,2.286,-2.925,5.763,-0.731,16.514,10.085,1.757,1041.587,20.474,17.575,17.575,13.192,9.478,9.478,8.272,8.272,4.909,4.909,3.185,3.185,0,4.795,0,11.229,12.356,28.891,5.563,30.339,30.332,32.154,9.474,384.228,0.929,1.607,2.286,0.409,-2.73,28,354.26,1580243.676,20.016,7.716,4.224,165.242,12.085,0.493,12.085,0.328,0.03,0.328,-0.03,-0.493,2.327,110.868,384.5,2,6,0,0,0,2,1,3,5,1,6,0,6,0,0,0,150,14.791,13.152,11.499,0,0,5.69,9.134,4.795,0,0,6.066,56.666,19.659,23.682,3,14.791,11.033,0,9.134,14.095,39.462,7.11,58.009,0,11.499,20.48,0,11.499,0,21.783,27.247,0,31.898,41.193,0,11.033,0,62,14.84,0,12.085,2.293,4.151,1.442,12.002,0,7.88,5.223,0.71,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D300-0109,10.259,2.105,-2.123,2.286,-2.803,5.763,-0.686,19.142,10.148,1.403,1292.524,22.665,18.469,18.469,15.457,10.462,10.462,7.821,7.821,5.632,5.632,3.787,3.787,0,9.185,0,11.507,18.106,40.813,12.133,42.472,36.398,5.317,9.474,436.203,0.812,1.469,2.219,0.24,-3.58,32,409.291,20417556.86,21.644,9.278,4.525,185.37,13.019,0.493,13.019,0.328,0.049,0.328,-0.221,-0.493,2.867,121.219,436.507,2,6,0,0,0,3,1,4,5,1,7,0,8,0,0,0,166,14.791,25.514,11.499,0,0,5.69,9.134,9.185,0,0,18.199,48.028,25.222,18.143,4,19.181,11.033,0,9.134,14.095,19.696,7.11,93.656,0,11.499,20.48,4.39,11.499,0,16.244,33.792,5.817,16.69,65.458,0,11.033,0,62,27.835,0,12.124,2.155,4.866,1.115,18.338,0,1.906,5.161,0.462,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D372-0004,4.086,2.358,-2.115,2.323,-3.058,5.955,-0.858,19.413,10.118,2.081,952.39,19.604,14.748,14.748,12.77,8.247,8.247,6.277,6.277,3.887,3.887,2.491,2.491,17.84,17.966,0,23.511,16.624,17.163,0,30.332,14.095,10.083,4.737,379.138,1.222,1.926,2.556,0.278,-2.94,27,361.218,1157823.58,18.839,7.355,4.081,152.736,13.508,0.456,13.508,0.433,0.1,0.433,-4.661,-0.456,1.716,91.385,379.362,1,6,0,0,0,1,2,3,5,1,9,0,5,0,0,0,142,9.637,18.715,11.341,0,0,12.146,0,14.294,18.27,0,30.332,6.066,5.563,25.986,3,27.603,11.616,0,14.598,0,6.176,27.247,53.852,0,11.257,4.9,13.171,0,0,47.814,10.913,0,16.052,42.595,0,16.905,0,60.93,46.291,0,17.618,3.712,-0.703,-0.753,9.356,-3.608,0.713,3.791,0.686,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D372-0005,8.349,2.358,-2.114,2.323,-3.053,5.955,-0.858,19.413,10.118,1.999,968.464,20.311,15.455,15.455,13.27,8.747,8.747,6.631,6.631,4.106,4.106,2.734,2.734,17.84,17.966,0,23.511,16.5,18.808,4.9,30.332,14.095,10.083,4.737,393.153,1.214,1.929,2.571,0.316,-2.94,28,373.229,1902115.521,19.811,7.972,4.304,159.101,13.541,0.462,13.541,0.433,0.097,0.433,-4.66,-0.462,2.107,96.002,393.389,1,6,0,0,0,1,2,3,5,1,9,0,6,0,0,0,148,9.637,5.563,11.341,0,0,12.146,0,14.294,18.27,0,30.332,6.066,11.984,39.138,3,27.603,11.616,0,14.598,0,12.597,27.247,53.852,0,11.257,4.9,13.171,0,0,47.814,10.913,0,22.473,42.595,0,16.905,0,60.93,46.444,0,17.827,3.727,-0.68,-0.741,9.376,-2.956,0.975,3.946,0.515,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
D372-0044,3.463,2.36,-2.13,2.349,-3.053,5.956,-0.858,19.413,10.098,2.058,1047.443,21.889,16.786,16.786,14.219,9.276,9.276,6.965,6.965,4.419,4.419,2.971,2.971,17.84,17.966,0,23.511,22.249,18.808,12.01,24.265,14.095,10.083,9.474,423.164,1.233,1.967,2.633,0.35,-3.14,30,401.239,4703529.546,21.566,8.7,4.536,170.579,13.692,0.496,13.692,0.433,0.012,0.433,-4.709,-0.496,2.115,102.554,423.415,1,7,0,0,0,1,2,3,6,1,10,0,7,0,0,0,160,14.374,11.313,11.341,0,0,12.146,0,14.294,18.27,0,12.133,18.199,11.984,46.248,3,32.339,11.616,0,14.598,0,12.597,34.357,47.786,0,17.007,9.637,13.171,5.75,0,54.924,10.913,0,22.473,36.529,0,16.905,0,70.16,52.14,0,17.944,3.738,-1.035,-0.408,7.452,-3.038,0.941,5.35,0.466,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
D372-0163,2.611,2.358,-2.116,2.325,-3.053,5.955,-0.858,19.413,10.089,2.009,1010.978,21.181,16.377,16.377,13.664,9.157,9.157,7.131,7.131,4.384,4.384,2.849,2.849,17.84,17.966,0,23.511,16.5,24.371,4.9,24.265,21.019,10.083,4.737,407.169,1.207,1.897,2.517,0.35,-2.94,29,385.24,2688319.205,20.786,8.2,4.733,165.465,13.605,0.462,13.605,0.433,0.096,0.433,-4.664,-0.462,2.415,100.739,407.416,1,6,0,0,0,1,2,3,5,1,9,0,6,0,0,0,154,9.637,5.563,11.341,0,0,12.146,0,14.294,18.27,0,29.829,12.99,11.984,39.138,3,27.603,11.616,0,14.598,0,19.521,27.247,53.35,0,11.257,4.9,13.171,0,0,47.814,10.913,6.924,28.036,36.529,0,16.905,0,60.93,46.657,0,17.901,3.741,0.307,-0.74,7.873,-2.957,2.853,3.949,0.504,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
D389-0855,3.938,2.305,-2.375,2.309,-3.127,5.746,-0.905,16.162,9.938,1.529,1022.893,20.665,18.237,18.237,14.648,11.952,11.952,9.433,9.433,7.515,7.515,5.798,5.798,0,9.589,0,11.249,23.75,45.093,60.834,11.615,0,9.467,4.984,415.282,0.967,1.7,2.467,0.773,-2.09,30,380.282,13693924.04,19.849,8.21,3.386,176.64,13.451,0.339,13.451,0.332,0.159,0.332,-0.233,-0.339,0.508,117.485,415.562,1,8,1,2,3,0,2,2,7,1,8,0,4,1,1,2,164,14.367,0,11.164,5.948,5.559,5.69,13.929,4.795,4.984,0,19.262,38.525,26.179,26.179,5,4.9,17.112,0,18.685,7.048,76.919,31.079,20.838,0,0,21.049,5.948,0,0,50.906,20.137,0,57.787,9.589,0,11.164,0,69.5,5.143,0,35.253,0,0.767,0.898,0.511,11.07,5.43,1.762,0.79,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D389-0970,6.189,2.287,-2.326,2.265,-3.127,5.746,-0.905,16.162,10.089,1.489,1235.746,22.949,19.795,19.795,16.025,12.352,12.352,9.84,9.84,7.284,7.284,5.471,5.471,0,9.589,0,11.249,23.627,51.638,34.293,11.615,6.066,40.656,4.984,451.282,1.03,1.788,2.545,0.56,-2.87,33,416.315,49704441.42,21.949,9.172,4.238,193.608,13.561,0.342,13.561,0.332,0.194,0.332,-0.261,-0.342,0.664,130.172,451.595,1,8,0,2,2,1,2,3,7,1,8,0,6,0,1,1,176,14.367,0,11.164,5.948,5.559,5.69,13.929,4.795,4.984,0,37.256,37.165,26.682,26.179,5,4.9,17.112,0,18.685,12.966,45.697,37.624,56.733,0,0,21.049,5.948,0,0,51.409,26.558,5.918,31.75,39.921,0,11.164,0,69.5,5.056,0,35.251,0,1.898,1.207,10.441,4.666,8.24,1.741,0.598,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DP-0000267,1.953,2.074,-2.039,2.19,-2.5,7.981,-0.115,32.239,10.458,2.258,582.646,15.173,10.419,12.869,9.26,5.311,8.891,3.653,6.91,1.815,4.145,1.128,3.259,10.209,8.418,0,18.216,16.637,5.694,23.099,0,10.102,10.301,21.691,338.052,1.6,2.3,2.9,0.375,-1.37,20,322.336,18919.819,16.684,7.422,7.276,124.286,10.668,0.345,10.668,0.345,0.084,0.291,-3.85,-0.291,-1.978,81.605,338.464,9,9,0,0,0,0,1,1,6,6,12,0,7,0,0,0,112,0,5.836,0,5.132,10.209,5.96,21.274,15.44,20.18,0,11.337,0,23.307,5.694,1,13.827,50.235,5.409,9.706,10.873,12.174,11.07,11.074,0,0,26.321,5.132,0,23.099,30.95,15.962,5.409,12.115,5.38,0,0,0,172.57,23.245,2.907,4.247,22.602,6.15,1.171,0,0.278,0,-3.85,0.191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
DP-0000268,1.461,2.052,-2.067,2.142,-3.037,7.98,-0.873,32.166,10.402,2.218,473.736,15.665,12.641,13.457,10.007,6.723,7.877,4.809,5.915,2.555,3.537,1.678,2.425,4.923,10.114,0,0,12.366,35.771,4.9,18.81,12.133,24.729,4.417,315.149,1.476,2.19,2.81,0.538,-1.67,21,292.235,43242.95,17.382,9.3,7.618,128.456,10.351,0.459,10.351,0.274,0.412,0.274,-0.483,-0.459,0.042,83.525,315.419,3,7,0,0,0,0,1,1,6,3,8,0,10,0,0,0,118,19.951,12.305,11.581,0,6.2,0,10.114,0,11.762,0,0,12.133,19.345,24.772,1,14.24,11.762,0,10.634,0,12.298,33.441,45.788,0,0,15.533,0,0,11.762,38.364,12.298,10.114,11.52,28.571,0,0,0,84.78,5.721,1.722,11.192,16.065,0,4.014,4.018,0.924,1.532,5.813,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
DP-0000271,1.413,2.091,-2.146,2.203,-2.354,7.804,0.176,32.093,10.244,2.73,543.244,16.535,11.759,13.392,10.456,5.869,6.685,3.687,4.503,2.225,2.634,1.296,1.682,12.186,9.589,0,10.225,11.375,0,14.22,24.265,0,30.741,24.436,342.046,0.864,1.227,1.545,0.167,-2.46,22,328.29,57665.1,17.591,8.744,5.891,137.088,11.071,0.453,11.071,0.413,0.049,0.413,-0.689,-0.453,1.792,89.965,342.402,4,8,0,0,0,1,0,1,6,4,10,0,2,0,0,0,118,20.107,0,10.225,0,0,12.186,10.634,9.589,0,0,12.133,36.568,0,25.594,1,19.063,58.222,0,10.634,0,0,24.853,24.265,0,0,21.267,20.964,0,24.436,36.631,9.474,0,0,24.265,0,0,0,100.72,8.868,9.934,22.142,10.319,1.079,0,6.915,-1.378,0,2.453,0.604,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
